element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,name,tourism,geometry,phone,website,wheelchair,heritage,heritage:operator,name:zh,opening_hours,ref:whc,description,name:de,level,wikidata,wikipedia,source,source:date,url,contact:phone,name:en,name:hr,name:hu,operator,access,barrier,historic,inscription,memorial,email,note,survey:date,nodes,building,alt_name,contact:website,fixme,museum,building:levels,man_made,fee,roof:levels,contact:facebook,roof:shape,ownership,addr:conscriptionnumber,charge,name:it,addr:country,is_in,architect,architect:wikipedia,castle_type,facebook,height,ways,archaeological_site,site_type,type,dog,payment:debit_cards,addr:housename,toilets,leisure,tower:type,toilets:wheelchair,building:part,ele,material,observatory:type,roof:colour,roof:height,telescope:type,roof:material,contact:email,description:hu,name:sk,start_date,opening_hours:covid19,contact:instagram,addr:place,addr:suburb,source:addr,check_date:opening_hours,image,denomination,religion,location,url:utisugo,addr:province,historic:man_made,free_refill,name:ru,contact:website:en,layer,wheelchair:description,contact:mobile,official_name,name:es,name:ja,bunker_type,name:nl,phone:mobile,ref,alt_name:en,name:la,ref:HU:vatin,ref:vatin,short_name,operator:en,old_addr:housenumber,old_addr:street,ruins,attraction,addr:floor,historic:civilization,historic:period,addr:district,amenity,description:en,contact:twitter,contact:youtube,operator:type,name:pt,old_name,landuse,name:fr,name:sl,name:sw,contact:fax,post_box,abandoned:military,name:sr,wikimedia_commons,building:colour,name:he,area,url:tuhu,mapillary,loc_name,building:use,denotation,int_name,disused:amenity,food,smoking,name:cs,name:ko,name:pl,name:sv,payment:credit_cards,toilets:access,stop_date,field,payment:cash,opening_hours:signed,exhibit,mobile,payment:american_express,payment:maestro,payment:mastercard,payment:visa,payment:visa_electron,addr:interpolation,internet_access,addr:hamlet,description:fr,description:nl,description:zh,addr:subdistrict,museum_type,demolished:museum,operator:addr,url:geocaching.hu,air_conditioning,source:start_date,building:material,fence_type,description:de,wheelchair:description:en,fax,name:ro,craft,note:hu,note:en,payment:coins,postal_code,community_centre,internet_access:ssid,community_centre:for,note:de,operator:de,source:geometry,office,Endre,url:2,check_date,building_1,name:si
node,3479922406,,,,,Bocskai Múzeum,museum,POINT (21.391413 47.442257),,,,,,,,,"Bocskai utca 12. Hajdúszoboszlói Bocskai múzeum, hely-, és fürdőtörténeti részekkel. HÉTFŐ SZÜNNAP Nyáron K-V 9-13, 14-18 Télen K-V 9-13, 14-16",,,,,turistautak.hu,2012-11-06,http://turistautak.hu/poi.php?id=10864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3479922470,,,,,Néprajzi Múzeum,museum,POINT (21.3913372 47.4420334),,,,,,,,,,,,,,turistautak.hu,2012-11-06,http://turistautak.hu/poi.php?id=146950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3479922484,,,,,Retró Múzeum,museum,POINT (21.3912426 47.4423544),,,,,,,,,,,,,,turistautak.hu,2012-11-06,http://turistautak.hu/poi.php?id=146949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3489588051,,,,,Veres Péter Emlékház,museum,POINT (21.333588 47.615267),,,,,,,,,Kedd - Vasárnap 10-16 Kulcs: Kórik Istvánné Kadarcs u. 5. 30/3913195 52/580518,,,,,turistautak.hu,2012-12-04,http://turistautak.hu/poi.php?id=148085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4295694334,Debrecen,3,4025,Miklós utca,Csipkemúzeum,museum,POINT (21.6249323 47.5260831),+36 52 534 408,https://degy.hu/csipkemuzeum/,,,,,Mo-Fr 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4511276151,,,,,Kadarcsi Múzeum,museum,POINT (21.3229607 47.5535315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hnp.hu/hu/szervezeti-egyseg/turizmus/csardak-utja/oldal/kadarcsi-csarda-kiallitas,,,,,,,,,,,,,,"Elep északi külterület, Hortobágyi Nemzeti Park; Nagyhegyes; 33-as út; Hajdú-Bihar megye",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5490923223,,,,,Tímárház,museum,POINT (21.6332736 47.5267962),,,,,,,,,,,,,,,,,,tanner’s house,,,Debreceni Művelődési Központ,,,,,,,,,,,,http://www.debrecenimuvkozpont.hu/kulturkozpont/egysegek/9-timarhaz---kezmuvesek-haza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,дом Таннера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6485818724,,,,,Lovashintói kiállítás,museum,POINT (21.1539119 47.5945391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512612673098687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6911564446,,,,,Csárda Múzeum,museum,POINT (21.1491765 47.5820939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8063283553,,,,,mikvé,museum,POINT (21.6213271 47.5302585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8063283554,,,,,kóser vágoda,museum,POINT (21.6212329 47.5302336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121177950,,,,,Déri múzeum,museum,"POLYGON ((21.6218294 47.5332662, 21.622485 47.5332643, 21.6224828 47.5329194, 21.622155 47.5329204, 21.6218272 47.5329214, 21.6218294 47.5332662))",,http://www.derimuz.hu/,yes,,,,,,,,,Q736465,,,,,,,,,,,,,,,,,,"[1357165033, 1357165032, 1357165029, 2514926763, 1357165030, 1357165033]",public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Музей Дери,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256820785,,,,,Borsos villa,museum,"POLYGON ((21.616002 47.5398234, 21.6160103 47.5397812, 21.615981 47.5397786, 21.6159876 47.539745, 21.6160185 47.5397478, 21.6160264 47.5397074, 21.6162027 47.5397232, 21.6161798 47.5398393, 21.616002 47.5398234))",,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,"[2624523558, 2624523555, 2624523564, 2624523563, 2624523567, 2624523566, 2624523561, 2624523557, 2624523558]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,332379207,,,,,Agora Tudományos Élményközpont,museum,"POLYGON ((21.6199167 47.5578275, 21.6201417 47.5579746, 21.61999 47.5580763, 21.6194814 47.558417, 21.6194377 47.5583887, 21.6195161 47.5583166, 21.6193577 47.5582358, 21.6194254 47.558171, 21.6194477 47.5581836, 21.6194816 47.5581524, 21.6194491 47.5581354, 21.6195243 47.5580706, 21.6195457 47.5580807, 21.6196214 47.5580076, 21.6195841 47.557982, 21.6196223 47.5579541, 21.6196922 47.5579978, 21.6197963 47.5579223, 21.6197772 47.5579119, 21.6198483 47.5578588, 21.6198624 47.5578676, 21.6199167 47.5578275))",,,,,,,Tu-Sa 10:00-18:00,,,,,,,,,,+36 52 518 620,,,,,,,,,,,,,"[3394971051, 3394971055, 8727729934, 3394971059, 3394971062, 3394971057, 3394971054, 3394971056, 3394971053, 3394971052, 8091227482, 8091227483, 8091227484, 8091227485, 8091227486, 8091227487, 8091227488, 8091227489, 8091227490, 8091227491, 8091227492, 3394971051]",yes,,http://www.agoradebrecen.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agora@agoradebrecen.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,384016705,Hajdúböszörmény,1,4220,Kossuth Lajos utca,Hajdúsági Múzeum,museum,"POLYGON ((21.5067148 47.6724817, 21.5069564 47.6725333, 21.5069491 47.6725502, 21.5072281 47.6726116, 21.5072353 47.6725933, 21.5075323 47.6726571, 21.5077554 47.6722323, 21.5077523 47.6722225, 21.5075945 47.6721823, 21.5071139 47.6720678, 21.5070577 47.672169, 21.5075498 47.6722742, 21.5075181 47.6723414, 21.5074369 47.6725138, 21.5072805 47.6724792, 21.5073004 47.6724291, 21.5072791 47.6724243, 21.5070052 47.6723694, 21.506991 47.6724213, 21.5067627 47.6723768, 21.5067148 47.6724817))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3873158757, 3873158758, 3873158759, 3873158760, 3873158761, 3873158762, 3873158763, 7486585293, 7486585292, 3873158764, 3873158765, 3873158766, 7429967629, 3873158767, 3873158768, 7486585291, 3873158769, 3873158770, 3873158771, 3873158772, 3873158757]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,397011473,,,,,Ortodox zsinagóga,museum,"POLYGON ((21.6208707 47.5304556, 21.6210411 47.5304781, 21.6212912 47.5305124, 21.6213379 47.5303696, 21.6209116 47.530317, 21.6208707 47.5304556))",,http://www.dzsh.hu/,,,,,Mo-Fr 08:00-16:00,,,,,Q19924614,,turistautak.hu,2014-11-08,http://turistautak.hu/poi.php?id=81218,+36 52 415861,,,,,,,,,,,,,"[3998416107, 4787812348, 3998416105, 3998416102, 3998416109, 3998416107]",synagogue,Új zsinagóga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orthodox,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479729259,,,,,Körszín,museum,"POLYGON ((21.1498174 47.5813271, 21.149834 47.5813122, 21.1498444 47.5812949, 21.1498478 47.5812764, 21.1498439 47.5812579, 21.1498331 47.5812408, 21.1498161 47.581226, 21.149794 47.5812148, 21.1497684 47.5812078, 21.149741 47.5812055, 21.1497136 47.5812081, 21.1496881 47.5812154, 21.1496663 47.5812269, 21.1496497 47.5812418, 21.1496393 47.5812591, 21.1496359 47.5812776, 21.1496397 47.5812961, 21.1496505 47.5813132, 21.1496675 47.5813279, 21.1496896 47.5813392, 21.1497153 47.5813462, 21.1497427 47.5813484, 21.1497701 47.5813459, 21.1497956 47.5813386, 21.1498174 47.5813271))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4727805522, 4727805506, 4727805521, 4727805507, 4727805520, 4727805508, 4727805519, 4727805509, 4727805518, 4727805510, 4727805517, 4727805499, 4727805516, 4727805500, 4727805515, 4727805501, 4727805514, 4727805502, 4727805513, 4727805503, 4727805512, 4727805504, 4727805511, 4727805505, 4727805522]",yes,Hortobágyi Körszín kézműves kiállítás és vásár,,,,,,,,,,,,,,,Hortobágyi Körszín; Petőfi tér; Hortobágy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,,,,,,,,,,,,
way,483067419,Debrecen,8,4031,Holló László sétány,Holló László Emlékmúzeum,museum,"POLYGON ((21.6026679 47.5221607, 21.602738 47.5220289, 21.6027584 47.5219963, 21.6026436 47.5219681, 21.6026019 47.5220334, 21.6025541 47.5220234, 21.6025813 47.5219742, 21.6025304 47.5219617, 21.6025211 47.5219846, 21.6024934 47.5219805, 21.6024765 47.5220106, 21.6024179 47.5221136, 21.6025057 47.5221334, 21.6024949 47.5221552, 21.6025689 47.5221719, 21.6025843 47.52215, 21.6026679 47.5221607))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4758219191, 4758219192, 4758219193, 4758219194, 4758219195, 4758219196, 4758219197, 4758219198, 4758219199, 4758219200, 4758219201, 4758219202, 4758219203, 4758219204, 4758219205, 4758219206, 4758219191]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611270479,Hortobágy,1,4071,Petőfi tér,Hortobágyi Pásztormúzeum,museum,"POLYGON ((21.1490423 47.5816407, 21.1490358 47.5818008, 21.149524 47.5818099, 21.1495273 47.5817275, 21.1495305 47.5816497, 21.1490423 47.5816407))",+36 52 369 040,http://www.hnp.hu/hu/szervezeti-egyseg/turizmus/csardak-utja/oldal/pasztormuzeum,yes,,,,"Mo off, Mar 12-31, Apr, Oct-Nov Tu-Su 10:00-16:00; May-Jun, Sep Tu-Su 09:00-17:00; Jul-Aug Mo-Su 09:00-18:00; Nov 1, Dec 1-Jan 11 off",,,Hirtenmuseum,,,,,,,,,,,,,,,,,,"height is estimated after photo image, other dimensions are: 34.3m long, 13.5m wide building, the walls' thickness is 94 cm. (these info are written in the museum)",,"[5787733856, 5787733853, 5787733854, 6365463283, 5787733855, 5787733856]",civic,,,,local,1,,yes,,,half-hipped,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,632223617,,,,,Halászbárka,museum,"POLYGON ((21.0709513 47.6054631, 21.0710584 47.6054419, 21.0710644 47.6054557, 21.0711629 47.6054362, 21.0711608 47.6054314, 21.0712218 47.6054193, 21.0712178 47.6054103, 21.0712872 47.6053965, 21.0712454 47.6053006, 21.071062 47.605337, 21.0710179 47.6052357, 21.071182 47.6052032, 21.0711369 47.6050996, 21.0708202 47.6051624, 21.0709513 47.6054631))",,,,,,,,,,,,,,,,,,,,,Hortobágyi Nemzeti Park,,,,,,,,,"[5969505145, 6911566888, 6911566886, 6911557984, 6911557983, 6911566885, 6911566887, 5969505142, 5969505139, 5969505141, 5969505140, 5969505138, 5969505143, 5969505144, 5969505145]",public,,,,,1,,,,,,,,,,,Hortobágyi Halastavak; Hortobágyi Nemzeti Park,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963940546,Hajdúszoboszló,2,4200,Ady Endre utca,Hajdúszoboszlói Fazekasház,museum,"POLYGON ((21.3845438 47.44548, 21.3846431 47.445398, 21.3847103 47.4454352, 21.384611 47.4455172, 21.3845438 47.44548))",+36 70 251 03 60,http://szoboszloifazekashaz.hu,no,,,,Mo-Su 10:00-18:00,,"A Hajdúszoboszlói Fazekasház, Fazekas Istvánnak, a népművészet mesterének 1976-ban megnyitott múzeuma, ahol népi környezetben mutatta be saját alkotásait 2007-ben bekövetkezett haláláig. A népi jellegű épület ma népművészeti gyűjteménynek ad otthont. „Kéz",,,,,,,,,,,,,,,,,,szoboszloifazekashaz@gmail.com,,,"[8916367660, 8916367661, 8916367662, 8916367663, 8916367660]",yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963956113,Hajdúszoboszló,1,4200,Árpád utca,Géptár (Műszaki-Közlekedési és Mezőgazdasági Eszközök kiállítása),museum,"POLYGON ((21.3976869 47.4428325, 21.3976692 47.442822, 21.3976485 47.442813, 21.3983427 47.4424319, 21.3982985 47.4423708, 21.3984696 47.4423109, 21.3984715 47.4422134, 21.3983908 47.4419936, 21.3989235 47.4418934, 21.3990254 47.442121, 21.3990696 47.4421119, 21.3992216 47.4425594, 21.3986235 47.4426582, 21.3985831 47.4425542, 21.3984677 47.4425737, 21.3984062 47.4424462, 21.3976869 47.4428325))",+36 30 943 72 94,http://geptar.hu,,,,,"Mo,We,Sa 09:00-16:00",,,,,,,,,,,,,,,,,,,,mogyorosjozsef@citromail.hu,,,"[8916507137, 8916507138, 8916507139, 8916507140, 8916507141, 8916507142, 8916507143, 8916507144, 8916507145, 8916507146, 8916507147, 8916507148, 8916507149, 8916507150, 8916507151, 8916507152, 8916507137]",,,,,technology,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963967216,,,,,Néprajzi Múzeum,museum,"POLYGON ((21.3913356 47.4419883, 21.3914156 47.4420453, 21.3912786 47.4421332, 21.3910509 47.4419707, 21.3911364 47.4419159, 21.3912842 47.4420212, 21.3913356 47.4419883))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8916597029, 8916597030, 8916597031, 8916597032, 8916597033, 8916597034, 8916597029]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963967217,Hajdúszoboszló,12,4200,Bocskai utca,Bocskai Múzeum,museum,"POLYGON ((21.3913239 47.4422674, 21.391656 47.442092, 21.3918149 47.4422297, 21.3916412 47.4424155, 21.3917487 47.4425087, 21.3916579 47.4425566, 21.3913239 47.4422674))",+36 52 362 165,http://bocskaimuzeum.hu;bocskaimuzeum58@gmail.com,,,,,Tu-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,info@bocskaimuzeum.hu,,,"[8916597035, 8916597036, 8916597037, 8916597038, 8916597039, 8916597040, 8916597035]",yes,,,,,,,yes,,,,,,,,,,,,,www.facebook.com/abocskaimuzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963967219,,,,,Retró Múzeum,museum,"POLYGON ((21.3912578 47.4422999, 21.3910437 47.4424116, 21.3913534 47.4426831, 21.3914391 47.4426384, 21.3912304 47.4424554, 21.3913587 47.4423884, 21.3912578 47.4422999))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8916597045, 8916597046, 8916597047, 8916597048, 8916597049, 8916597050, 8916597045]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,534787283,,,,,Sárréti Közérdekű Muzeális Gyűjtemény Szeghalom,museum,POINT (21.1760363 47.0179094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1595931510,,,,,,museum,POINT (21.4883826 47.0006634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2219954120,Püspökladány,28,4150,Kossuth Lajos utca,Karacs Ferenc Múzeum,museum,POINT (21.1142101 47.314546),,http://www.kfmuzeum.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3329072405,,,,,Bemutatóház,museum,POINT (21.091777 47.335195),,,,,,,,,,,,,,turistautak.hu,,http://turistautak.hu/poi.php?id=124444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3432034608,,,,,Bihari Múzeum,museum,POINT (21.5354796 47.2221324),,,,,,,,,"Cím: Kálvin tér 1. Nyitva: K-Szo 10-16 óráig, csoportoknak bejelentkezéssel hétfőn is Tel: 54/402-390 e-mail: bihari.muzeum@mezei-vill.hu",,,,,turistautak.hu,,http://turistautak.hu/poi.php?id=52523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3445353958,,,,,Bessenyei György Emlékház,museum,POINT (21.45935 47.19235),,,,,,,,,-Bessenyei György emlékház Bejelentkezés péntek kivételével munkaidőben az 54/469-409 vagy 54/513-013 Kulcs a polgármesteri hivatalban (Hunyadi u. 24.),,,,,turistautak.hu,2010-01-16,http://turistautak.hu/poi.php?id=6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3445367829,,,,,Tájház,museum,POINT (21.293023 47.029822),,,,,,,,,,,,,,turistautak.hu,2011-06-23,http://turistautak.hu/poi.php?id=120410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3445367830,,,,,Tájház,museum,POINT (21.458445 47.192609),,,,,,,,,,,,,,turistautak.hu,2008-12-29,http://turistautak.hu/poi.php?id=63036,,,,,,,,,,,,,,,,,,resurvey (source was old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
