element_type,osmid,name,tourism,geometry,source,addr:city,addr:housenumber,addr:postcode,addr:street,website,wikidata,wikipedia,addr:country,nodes,fee,highway,inscription,layer,lit,opening_hours,start_date,surface,tunnel,building,note,email,phone,shop,contact:phone,source:wheelchair,wheelchair,wheelchair:description,level,air_conditioning,facebook,name:de,name:en,name:es,name:hu,name:it,name:ru,name:zh,operator,barrier,amenity,fax,club,disused:addr:city,disused:addr:country,disused:addr:housenumber,disused:addr:postcode,disused:addr:street,disused:amenity,flickr,internet_access,internet_access:ssid,short_name,chip_scanner,toilets:wheelchair,name:pl,cuisine,contact:facebook,contact:website,description,dog,free_refill,owncup,owncup:discount,alt_name,capacity,contact:email,official_name,official_name:en,ref:google,contact:foursquare,historic,url,name:cs,name:da,name:el,name:fi,name:fr,name:hr,name:ie,name:ja,name:la,name:nl,name:no,name:pt,name:ro,name:se,name:sk,name:sl,name:sr,name:uk,is_in:city,is_in:country,contact:tripadvisor,check_date:opening_hours,artwork_type,indoor,leisure,source:geometry,building:levels,int_name,old_name,architect,building:colour,building:material,roof:colour,roof:levels,roof:material,roof:shape,wikipedia:hu,architect:wikipedia,contact:fax,office,source:start_date,ways,type,heritage,source:date,addr:subdistrict,loc_name,fixme,opening_hours:signed,operator:type,charge,mobile
way,187968168,Klebelsberg Kultúrkúria,gallery,"POLYGON ((18.9600208 47.5654584, 18.9599281 47.5653248, 18.960238 47.5652175, 18.9600624 47.5649441, 18.960133 47.5649223, 18.9601881 47.564897, 18.9602392 47.5648907, 18.9602997 47.5648939, 18.9603556 47.5649127, 18.9603882 47.5649535, 18.9603765 47.5649834, 18.9603393 47.5650038, 18.9602913 47.5650143, 18.9602697 47.5650196, 18.9604247 47.5652443, 18.9604492 47.5652772, 18.960479 47.5653176, 18.9605427 47.5653028, 18.9605185 47.5652582, 18.9605914 47.5652351, 18.9606621 47.5652134, 18.960696 47.5652653, 18.9608024 47.5652336, 18.9607907 47.5652121, 18.9608434 47.5651963, 18.9608633 47.5652213, 18.9609038 47.5652081, 18.9609315 47.565247, 18.9609516 47.5652936, 18.9609148 47.5653019, 18.9609284 47.5653294, 18.9608711 47.565346, 18.9608599 47.5653308, 18.9605204 47.5654405, 18.9604365 47.5653467, 18.9604215 47.5653291, 18.9600208 47.5654584))",,Budapest,2-10,1028,Templom utca,http://kulturkuria.hu/,,,,"[1986023518, 1986023512, 1986023499, 1986023445, 1986023441, 1986023426, 1986023420, 1986023424, 1986023430, 1986023446, 1986023466, 1986023470, 1986023475, 1986023478, 1986023505, 1986023509, 1986023500, 1986023508, 8531546799, 1986023506, 8531546800, 8531546801, 1986023497, 8531546802, 8531546803, 8531546804, 8531546807, 1986023502, 8531546806, 8531546809, 8531546808, 1986023510, 8531546810, 1986023516, 1986023515, 1986023514, 1986023518]",yes,,,,,10:00-18:00,,,,yes,,info@kulturkuria.hu,+36 1 392 0860,,,,,,,,https://www.facebook.com/kulturkuria,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189100092,Barabás-villa,gallery,"POLYGON ((19.0177837 47.5051986, 19.0177308 47.5052356, 19.0176606 47.5051896, 19.0178415 47.5050634, 19.0179135 47.5051105, 19.017866 47.5051437, 19.0178795 47.5051525, 19.0177991 47.5052087, 19.0177837 47.5051986))",,Budapest,44,1122,Városmajor utca,https://barabasvilla.hu/,,,,"[1997458696, 1997458690, 1997458691, 1997458695, 1997458693, 1997458689, 1997458692, 1997458694, 1997458696]",,,,,,Mo-Th 09:00-18:00; Su 09:00-13:00,1840,,,public,,info@barabasvilla.hu,+36 1 319 9854,,,,,,,,https://www.facebook.com/barabasvilla,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Barabás Miklós,yellow,plaster,red,1,roof_tiles,round,,,,,,,,,,,,,,,,
way,189462731,Békásmegyeri Közösségi Ház,gallery,"POLYGON ((19.0527807 47.5981195, 19.0527507 47.5978275, 19.0523134 47.597848, 19.0523434 47.5981399, 19.0524514 47.5981349, 19.0527807 47.5981195))",,Budapest,5,1039,Csobánka tér,https://kulturkozpont.hu/haz/bekasmegyeri-kozossegi-haz/,,,,"[2000751539, 2000751535, 2000751536, 2000751540, 3184241465, 2000751539]",no,,,,,Mo-Fr 08:00-20:00,,,,civic,,kulturkozpont@kulturkozpont.hu,+36 1 243 2432,,,,,,,,https://www.facebook.com/102334583136745,,,,,,,,Óbudai Kulturális Központ,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,flat,,,,,,,,,,,,,,,,
way,197544901,MOM Kulturális Központ,gallery,"POLYGON ((19.0182729 47.4898819, 19.0183447 47.4898351, 19.018447 47.4898183, 19.0185418 47.4898488, 19.0186428 47.4901661, 19.0185899 47.4901747, 19.0186029 47.4902289, 19.0186389 47.4902374, 19.0186689 47.4902532, 19.0186897 47.4902748, 19.0186992 47.4902997, 19.0186964 47.4903254, 19.0186815 47.4903491, 19.0186561 47.4903683, 19.0186229 47.4903809, 19.0185855 47.4903857, 19.0185477 47.4903821, 19.0185129 47.49037, 19.0184927 47.4903557, 19.0184319 47.4903632, 19.0184445 47.4903948, 19.0180066 47.4904484, 19.0179741 47.4903363, 19.0183901 47.4902773, 19.0182729 47.4898819))",,Budapest,18,1124,Csörsz utca,https://momkult.hu/,Q1161037,,,"[2077686172, 2077686205, 5048816893, 2077686175, 2077687769, 5048816892, 5048816891, 2077686181, 5048816890, 5048816889, 2077687766, 2077686173, 2077686194, 5048816888, 2077686179, 2077686191, 5048816887, 2077686177, 2077686202, 2077686203, 2077686189, 2077686187, 2077686185, 2077686183, 2077686172]",,,,,,,1957,,,yes,,info@momkult.hu,+36 1 319 9854,,,,yes,"theater hall, diner, toilet accessible",,,https://www.facebook.com/momkult,,,,,,,,,,community_centre,,board_games;cinema,,,,,,,,,,MOMkult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,flat,MOM Kulturális Központ,,,,,,,,,,,,,,,
way,199523635,Marczibányi Téri Művelődési Központ,gallery,"POLYGON ((19.0206622 47.5134368, 19.0207193 47.5133933, 19.0210036 47.5131769, 19.0211867 47.5132867, 19.0211446 47.5133188, 19.0215853 47.5135829, 19.0213935 47.5137288, 19.021417 47.5137429, 19.0213386 47.5138025, 19.0213216 47.5137923, 19.0213059 47.5138043, 19.0212401 47.5137649, 19.0212559 47.5137529, 19.0208792 47.5135272, 19.02085 47.5135494, 19.0206622 47.5134368))",,Budapest,5/a,1022,Marczibányi tér,http://marczi.hu/,,,,"[2095090817, 10197981989, 2095090824, 2095090833, 3740351630, 2095090829, 10197981994, 10197981995, 3740351633, 10197981993, 10197981991, 10197981990, 10197981992, 3740351632, 3740351631, 2095090817]",no,,,,,,,,,public,,marczi@marczi.hu,+36 1 212 2820,,,,yes,,,,https://www.facebook.com/marczibanyi,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217684599,Ferencvárosi Művelődési Központ,gallery,"POLYGON ((19.0829788 47.4766936, 19.0833426 47.4767473, 19.0833412 47.4767535, 19.0835599 47.4767858, 19.0837688 47.4768166, 19.0837995 47.4767052, 19.0839299 47.4765721, 19.0839774 47.4765887, 19.0841741 47.4763531, 19.0839166 47.4762502, 19.0836449 47.4765556, 19.0833548 47.4765605, 19.0833552 47.4765698, 19.0830066 47.4765757, 19.0829788 47.4766936))",,Budapest,27,1096,Haller utca,http://fmkportal.hu/,,,,"[2269937714, 9207843620, 9207843621, 9207793788, 2269937733, 2269937716, 2269937686, 2269937688, 2269937670, 2269937650, 9207843618, 9207843617, 9207843619, 2269937683, 2269937714]",no,,,,,,,,,yes,,,,,+36 1 216 1300,,,,,,https://www.facebook.com/fmkportal,,,,,,,,,,community_centre,,,,,,,,,,,,FMK,,,,,,,,,,,,,,info@fmkportal.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szabó István,,,,,,,,hu:Szabó István (építész),+36 1 218 7909,,,,,,,,,,,,,
way,242807005,Kispesti Munkásotthon Művelődési Ház,gallery,"POLYGON ((19.1469931 47.4601228, 19.1472305 47.4603648, 19.147482 47.4602508, 19.1477464 47.4601313, 19.1475083 47.4598918, 19.1469931 47.4601228))",,Budapest,50,1191,Teleki utca,https://kmo.hu/,,,,"[2502605053, 2502605054, 6074547981, 2502605055, 2502605056, 2502605053]",,,,,,Mo-Fr 08:00-21:00,,,,yes,,kmo@kispest.hu,+36 1 282 9736,,,,,,,,https://www.facebook.com/kmomuvhaz,,,,,,,,,,community_centre,,,,,,,,,,,,KMO Művelődési Ház,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
way,247429999,Cziffra György Nagytétényi Kulturális Központ,gallery,"POLYGON ((18.9869217 47.39264, 18.9870043 47.3926735, 18.9869817 47.3926989, 18.9873484 47.3928591, 18.9875458 47.3927314, 18.987568 47.3927631, 18.9874207 47.3929714, 18.9872381 47.3928763, 18.9868615 47.3927206, 18.9869217 47.39264))",,Budapest,274-276,1225,Nagytétényi út,https://cziffrakozpont.hu/,,,,"[2542818441, 2543142266, 2543142267, 2543142271, 2543142269, 2543142270, 2543142272, 8748835675, 2543142268, 2542818441]",,,,,,Mo-Fr 10:00-18:00,,,,yes,,info@cziffrakozpont.hu,+36 1 308 7032,,,,,,,,https://www.facebook.com/cziffrakozpont,,,,,,,,,,community_centre,,,,,,,,,,wlan,Cziffra;Cziffra-Kozpont,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,251476146,Budapest Galéria,gallery,"POLYGON ((19.0449621 47.5375031, 19.0448346 47.5373007, 19.0447878 47.5372264, 19.0446686 47.5372606, 19.0446244 47.5372733, 19.044656 47.5373233, 19.0446936 47.5373125, 19.0448364 47.5375392, 19.0449621 47.5375031))",,Budapest,158,1036,Lajos utca,http://budapestgaleria.hu/_/budapest-galeria-informaciok/,,,HU,"[2576918106, 4356708650, 2576918057, 2576918062, 2576918066, 2576918080, 2576918075, 2576918112, 2576918106]",,,,,,Tu-Su 10:00-18:00,,,,yes,,info@budapestgaleria.hu,+36 1 388 6784,,,,,,,,https://www.facebook.com/budapestgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,252651599,Kaszásdűlői Kulturális Központ,gallery,"POLYGON ((19.0436332 47.5575436, 19.0437732 47.5575213, 19.0437532 47.5574643, 19.0438403 47.5574504, 19.0437468 47.5571835, 19.0435197 47.5572197, 19.0436332 47.5575436))",Bing,Budapest,2,1033,Pethe Ferenc tér,,,,,"[2586941862, 2586941861, 2586941859, 2586941857, 2586941854, 2586941856, 2586941862]",,,,,,,,,,public,,,,,+36 1 247 3604,,,,,,,,,,,,,,Óbudai Kulturális Központ,,community_centre,,,,,,,,,,,,3K,,,,,https://www.facebook.com/3kobuda,https://kulturkozpont.hu/haz/3k-kaszasduloi-kulturalis-kozpont/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,flat,,,,,,,,,,,,,,,,
way,255421718,H13,gallery,"POLYGON ((19.0676691 47.4915484, 19.0676637 47.4916107, 19.067658 47.491676, 19.0674537 47.4916613, 19.0674616 47.4916161, 19.0670753 47.4915742, 19.0670998 47.4914932, 19.0676691 47.4915484))",,Budapest,13,1085,Horánszky utca,http://h13.hu/,,,,"[2611102309, 2688853998, 2611102321, 2611102319, 3770194718, 3770194717, 2611102307, 2611102309]",,,,,,Mo-Fr 08:00-21:00,,,,commercial,,info@h13.hu,+36 1 798 5350,,,,,,,,https://www.facebook.com/283035501769622,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,quango,,,,,,,,,,,,
way,259493674,Izraeli Kulturális Intézet,gallery,"POLYGON ((19.0553772 47.4992251, 19.0557441 47.4993906, 19.0558379 47.4992957, 19.055703 47.4992349, 19.0557457 47.4991917, 19.0556754 47.49916, 19.055636 47.4991998, 19.0554744 47.4991268, 19.0553772 47.4992251))",Bing,Budapest,1,1061,Paulay Ede utca,http://izraelikultura.hu/,,,,"[2649293025, 2649293086, 2649293047, 2649293029, 2649292987, 2649292954, 2649293011, 2649292959, 2649293025]",,,,,,"Su-Th 10:00-21:00, Fr 10:00-15:00, Sa 16:00-21:00",,,,yes,,info@israelculture.hu,+36 1 889 3330,,,,,,,,https://www.facebook.com/izraelikultura,,,,,,,,,,arts_centre,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304061160,Magdolna udvar,gallery,"POLYGON ((19.0379606 47.4266064, 19.0378112 47.4267453, 19.037893 47.4267602, 19.0379203 47.4267365, 19.0379398 47.4267479, 19.0380107 47.4266766, 19.0381175 47.426689, 19.0380984 47.4267639, 19.0380564 47.426759, 19.0380372 47.4268344, 19.0380793 47.4268393, 19.0380685 47.4268818, 19.0377433 47.4268439, 19.0377162 47.4269307, 19.0380706 47.4269725, 19.038161 47.426983, 19.0382468 47.4266454, 19.0379606 47.4266064))",Bing,,,,,,,,,"[3085818900, 3085818907, 3085818910, 3085818906, 3085818908, 3085818904, 3085818905, 3085818911, 3085818909, 3085818912, 3085818913, 3085818915, 3085818914, 3085818916, 3085818918, 1274832039, 3085818903, 3085818900]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallica művészeti galéria, helytörténeti gyűjtemény",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306666241,Kultikum rendezőház,gallery,"POLYGON ((19.0401442 47.4170792, 19.0401658 47.4170953, 19.0405062 47.4168868, 19.0403604 47.4167778, 19.0403328 47.4167947, 19.04002 47.4169864, 19.0401442 47.4170792))",Bing,Budapest,3,1222,Sörház utca,,,,HU,"[3116377430, 3116377431, 3116377422, 3116377413, 3116377415, 3116377429, 3116377430]",,,,,,,,,,yes,,,,,+36 (20) 475 3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/kultikum/,,,,,,,,,info@innomatik.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
way,308207486,Pestújhelyi Közösségi Ház,gallery,"POLYGON ((19.1217342 47.533804, 19.1217047 47.5337587, 19.1216762 47.5337212, 19.1217534 47.5336957, 19.121731 47.5336662, 19.1218302 47.5336336, 19.1218596 47.5336699, 19.1220475 47.5336065, 19.1219293 47.5334544, 19.1218222 47.5334924, 19.1217389 47.5333947, 19.12216 47.5332571, 19.1222325 47.5333511, 19.1222459 47.5333801, 19.1221519 47.533411, 19.1222379 47.5335286, 19.1225008 47.5334435, 19.1225732 47.533534, 19.1217342 47.533804))",bing,Budapest,45,1158,Szűcs István utca,,,,,"[3134954235, 7792379316, 7792379315, 3134952427, 3134954232, 3134954233, 3134954241, 3134954242, 3134954234, 3134954236, 3134954238, 3134952425, 3134954229, 3134954231, 3134954237, 3134952424, 3134952426, 3134952428, 3134954235]",,,,,,,,,,yes,,,,,+36 1 410 7168,,limited,,,,,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,https://www.facebook.com/1836372199922612,http://csokonaiksk.hu/,,,,,,,,pekh@csokonaiksk.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311898980,Jókai Klub,gallery,"POLYGON ((18.9890672 47.4988991, 18.9890844 47.4989154, 18.9890624 47.498926, 18.989112 47.4989731, 18.9891317 47.4989636, 18.9891407 47.4989722, 18.9892949 47.4988977, 18.9892195 47.498826, 18.9891853 47.4988425, 18.9891787 47.4988363, 18.9891027 47.498873, 18.9891089 47.4988789, 18.9890672 47.4988991))",,Budapest,5,1121,Hollós út,https://www.jokaiklub.com/,,,HU,"[3176594216, 3176594217, 3176594218, 3176594222, 3176594220, 3176594221, 3176594215, 3176594210, 3176594212, 3176594211, 3176594213, 3176594214, 3176594216]",,,,,,,,,,yes,,,+36 1 395 8284,,,,no,,,,https://www.facebook.com/jokai.klub,,,,,,,,,,community_centre,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311908864,Virányosi Közösségi Ház,gallery,"POLYGON ((18.9947796 47.5126351, 18.994833 47.5126935, 18.994719 47.5127413, 18.9946742 47.5126922, 18.994646 47.5127041, 18.9946155 47.5126706, 18.9946268 47.5126659, 18.9945543 47.5125865, 18.9947483 47.5125052, 18.9948198 47.5125834, 18.994742 47.512616, 18.994765 47.5126412, 18.9947796 47.5126351))",,Budapest,8/c,1125,Szarvas Gábor út,http://viranyos.hu/,,,HU,"[3176709880, 3176709885, 3176709887, 3176709884, 3176709886, 3176709883, 3176709882, 3176709878, 3176709876, 3176709877, 3176709879, 3176709881, 3176709880]",no,,,,,"""on appointment""",,,,yes,,viranyosikh@gmail.com,+36 1 200 8713,,,,,,,,https://www.facebook.com/viranyoskozhaz,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,317629509,Lívia-villa,gallery,"POLYGON ((18.988111 47.5009785, 18.9881369 47.500959, 18.9880869 47.5009285, 18.9882713 47.5007898, 18.9883139 47.5008158, 18.9883391 47.5007968, 18.9883964 47.5008318, 18.9883706 47.5008513, 18.988381 47.5008576, 18.9883338 47.500893, 18.9883599 47.500909, 18.9882701 47.5009766, 18.9882492 47.5009638, 18.9881997 47.5010011, 18.9881902 47.5009954, 18.9881671 47.5010128, 18.988111 47.5009785))",,Budapest,1/a,1121,Költő utca,http://viranyos.hu/,,,,"[3239106643, 3239106635, 3239106631, 3239106593, 3239106601, 3239106596, 3239106605, 3239106609, 3239106612, 3239106623, 3239106628, 3239106642, 3239106636, 3239106646, 3239106645, 3239106648, 3239106643]",,,,,,"""on appointment""",,,,yes,,viranyosikh@gmail.com,+36 1 200 8713,,,,,,,,https://www.facebook.com/liviamuvelodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,348284942,Csillaghegyi Közösségi Ház,gallery,"POLYGON ((19.0471976 47.5857677, 19.0471373 47.5854921, 19.0473691 47.5854677, 19.047416 47.5857225, 19.0473927 47.5857443, 19.0471976 47.5857677))",,Budapest,13-15,1039,Mátyás király út,https://kulturkozpont.hu/haz/csillaghegyi-kozossegi-haz/,,,,"[3544271327, 3544271318, 3544147560, 3544147573, 3544147574, 3544271327]",,,,,,Mo-Fr 09:00-21:00,,,,yes,,kulturkozpont@kulturkozpont.hu,+36 1 240 0752,,,,,,,,https://www.facebook.com/106428596051529,,,,,,,,Óbudai Kulturális Központ,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365460228,Csokonai Művelődési Ház,gallery,"POLYGON ((19.1132163 47.5563314, 19.1133781 47.5567274, 19.1136214 47.5566821, 19.1135945 47.5566163, 19.113516 47.5564243, 19.1134419 47.5564381, 19.113406 47.5563504, 19.1136707 47.5563011, 19.1136501 47.5562507, 19.1135174 47.5562754, 19.1132163 47.5563314))",,Budapest,64-66,1153,Eötvös utca,http://csokonaiksk.hu/,Q66364571,hu:Csokonai Kulturális Központ,,"[3694741908, 3694741914, 3694741913, 7074506840, 3694741910, 3694741911, 3694741909, 3694741907, 3694741905, 3694741906, 3694741908]",,,,,,,,,,yes,,csokonai@csokonaiksk.hu,+36 1 307 6191,,,,,,,,https://www.facebook.com/185945144790481,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,387805441,Csili Művelődési Központ,gallery,"POLYGON ((19.1014219 47.4357795, 19.1013112 47.435724, 19.1012501 47.4357797, 19.101172 47.4357406, 19.1011111 47.4357961, 19.1011741 47.4358277, 19.1010589 47.4359328, 19.1011847 47.4359959, 19.1014219 47.4357795))",Bing,Budapest,4-6,1201,Nagy Győry István utca,,,,,"[3910391574, 3910391571, 3910391575, 3910391573, 3910391577, 3910391578, 3910391582, 3910391586, 3910391574]",no,,,,,Mo-Fr 14:00-19:00; Sa-Su 13:00-18:00,,,,yes,,info@csili.hu,+36 1 283 0229,,,,,,,,https://www.facebook.com/csilimk,,,,,,,,,,community_centre,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448966336,Wekerlei Kultúrház és Könyvtár,gallery,"POLYGON ((19.1278078 47.4583722, 19.1278097 47.4586379, 19.12795 47.4586374, 19.127949 47.4585084, 19.1280712 47.458508, 19.1280702 47.4583713, 19.1278078 47.4583722))",,Budapest,7,1192,Petur utca,http://wkk.kispest.hu/,,,,"[4459335100, 4459335161, 4459335160, 4459335133, 4459335132, 4459335099, 4459335100]",,,,,,Sep 1-Jun 15 Mo-Fr 08:00-21:00; Jun 16-Aug 31 Mo-Fr 07:00-18:00,,,,public,,wekerleikulturhaz@kispest.hu,+36 1 282 9895,,,,,,,,,,,,,,,,,,community_centre,,,,,,,,,,,,WKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,half-hipped,,,,,,,,,,,,,,,,
way,473987537,Kelenvölgyi Közösségi Ház,gallery,"POLYGON ((19.0195369 47.4513733, 19.0195058 47.4513317, 19.0194776 47.4512939, 19.0195368 47.4512732, 19.0198322 47.4511697, 19.0198888 47.4512506, 19.0198404 47.4512671, 19.0198621 47.4512961, 19.019636 47.4513733, 19.0196159 47.4513464, 19.0195369 47.4513733))",,Budapest,2,1116,Kardhegy utca,https://www.ujbuda.hu/tags/kelenvolgyi-kozossegi-haz,,,,"[4680145763, 4819875778, 4680145762, 10209306126, 4680145761, 4680145760, 4680145759, 4680145758, 4680145757, 4680145756, 4680145763]",,,,,,Mo-Fr 10:00-16:00,,,,yes,,kkh@ujbuda.hu,+36 1 424 5363,,,,,,,,https://www.facebook.com/Kelenvolgy,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,487012590,Albertfalvi Közösségi Ház,gallery,"POLYGON ((19.0402269 47.4443413, 19.0403139 47.4443373, 19.0402962 47.4441653, 19.0402537 47.4441673, 19.0401534 47.4441721, 19.0401563 47.4442, 19.040107 47.4442023, 19.0400513 47.444205, 19.0400694 47.4443816, 19.0402167 47.4443747, 19.0402133 47.444342, 19.0402269 47.4443413))",,Budapest,45-47,1116,Gyékényes utca,https://www.ujbuda.hu/tags/albertfalvi-kozossegi-haz,,,HU,"[4724966708, 391932087, 391932086, 4771131359, 391932084, 391932085, 8908245508, 4724966701, 4724966792, 4724966795, 4724966794, 4724966708]",,,,,,Mo-Fr 10:00-19:00,1924..1929,,,civic,,akh@ujbuda.hu,+36 1 204 6788,,,,,,,,https://www.facebook.com/1056875124351661,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://geoportal.budapest.hu/epiteszetiertekvedelem/fhv/,,,,,,,,,,,
way,489382534,K11 Művészeti és Kulturális Központ,gallery,"POLYGON ((19.0580061 47.4987012, 19.058109 47.4986314, 19.0583091 47.4987662, 19.058141 47.4988801, 19.0580111 47.4987926, 19.0580762 47.4987485, 19.0580061 47.4987012))",,Budapest,11,1075,Király utca,http://k11.hu/,,,,"[4816221584, 4816221583, 4816221582, 4816221581, 4816221580, 2649472139, 4816221584]",,,,,,Mo-Fr 10:00-18:00,,,,yes,,k11muvkozpont@gmail.com,+36 1 788 8139,,,,,,,,https://www.facebook.com/1404930193148701,,,,,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,631407535,ABCD gallery,gallery,"POLYGON ((19.0738618 47.4927627, 19.0738434 47.4927582, 19.0737852 47.4927442, 19.0737729 47.4927412, 19.0737527 47.4927792, 19.0738416 47.4928008, 19.0738618 47.4927627))",,,,,,,,,,"[294525890, 5962948359, 5962948360, 5962948614, 5962948617, 5962948616, 294525890]",,,,,,,,,,,,,,,,,yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,945020661,Cziffra György Nagytétényi Kulturális Központ,gallery,"POLYGON ((18.987411 47.3930703, 18.9875662 47.3931292, 18.9876272 47.3930538, 18.9877023 47.3930865, 18.9878286 47.3929061, 18.9875541 47.3928299, 18.9875105 47.3929476, 18.987411 47.3930703))",,Budapest,274-276,1225,Nagytétényi út,https://cziffrakozpont.hu/,,,,"[8748835672, 8748835671, 10176131046, 10176131047, 8748835670, 8748835669, 10176131048, 8748835672]",,,,,,Mo-Fr 10:00-18:00,,,,yes,,info@cziffrakozpont.hu,+36 1 308 7032,,,,,,,,https://www.facebook.com/cziffrakozpont,,,,,,,,,,community_centre,,,,,,,,,,wlan,Cziffra;Cziffra-Kozpont,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1783318,Eötvös 10 Közösségi és Kulturális Színtér,gallery,"POLYGON ((19.0651232 47.5052909, 19.0652225 47.5052125, 19.0653246 47.5051318, 19.0648546 47.5048456, 19.0648274 47.5048676, 19.0646547 47.5050045, 19.0651232 47.5052909), (19.0649789 47.5049992, 19.0651187 47.5050855, 19.065043 47.5051414, 19.0649032 47.5050551, 19.0649789 47.5049992))",,Budapest,10,1067,Eötvös utca,http://eotvos10.hu/,,,,"[[[1460899508, 1460899479, 1460899544, 1460899613, 1460899508], [1460899507, 1460899540, 5872218316, 1460899506, 1460899491, 1460899480, 1460899507]]]",,,,,,Mo-Su 10:00-20:00,,,,public,,info@eotvos10.hu,+36 1 322 2886,,,,,,,,https://www.facebook.com/Eotvos10,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,"[132790571, 132790589]",multipolygon,,,,,,,,,
